Argument ID,Openness to change,Self-enhancement,Conservation,Self-transcendence
A31113,0,0,1,1
A31114,0,1,0,1
A31115,0,0,1,1
A31116,0,0,1,1
A31117,0,1,1,1
A31118,0,1,1,1
A31119,0,0,1,1
A31120,1,0,0,1
A31121,0,0,1,0
A31122,1,0,0,1
A31123,0,0,1,1
A31124,1,1,1,1
A31125,1,0,1,1
A31126,0,0,0,1
A31127,0,0,1,0
A31128,0,0,0,1
A31129,0,1,0,1
A31130,1,0,0,1
A31131,1,1,1,1
A31132,1,0,1,1
A31133,0,1,1,1
A31134,0,0,1,1
A31135,1,0,0,1
A31136,0,1,1,1
A31137,0,0,1,1
A31138,1,0,1,1
A31139,0,0,1,1
A31140,0,0,1,1
A31141,0,1,0,1
A31142,1,0,1,0
A31143,0,0,1,1
A31144,0,1,1,0
A31145,1,0,0,1
A31146,1,0,1,1
A31147,1,0,0,1
A31148,1,0,0,0
A31149,0,0,1,1
A31150,0,0,0,1
A31151,0,0,0,1
A31152,1,0,0,1
A31153,0,0,0,1
A31154,0,0,1,1
A31155,0,0,1,1
A31156,0,1,1,1
A31157,0,0,0,1
A31158,1,1,0,1
A31159,1,0,0,0
A31160,0,1,1,0
A31161,0,0,0,1
A31162,1,1,0,0
A31163,0,0,1,0
A31164,1,0,1,0
A31165,0,0,1,1
A31166,0,1,1,1
A31167,0,1,0,1
A31168,0,0,0,1
A31169,0,0,1,0
A31170,1,1,1,1
A31171,0,0,0,1
A31172,0,1,1,1
A31173,0,0,1,0
A31174,0,1,0,1
A31175,0,1,1,1
A31176,0,0,1,1
A31177,0,0,1,0
A31178,0,0,0,1
A31179,0,0,0,1
A31180,0,0,0,1
A31181,0,0,1,1
A31182,1,0,0,1
A31183,1,1,1,0
A31184,0,1,1,1
A31185,0,0,1,1
A31186,0,1,0,1
A31187,0,0,0,1
A31188,1,0,0,1
A31189,0,0,1,1
A31190,1,0,1,1
A31191,0,1,1,1
A31192,1,0,0,0
A31193,0,0,1,1
A31194,0,1,0,1
A31195,0,0,1,1
A31196,0,0,1,1
A31197,1,0,1,0
A31198,0,0,0,1
A31199,0,1,1,0
A31200,0,0,1,1
A31201,1,0,0,1
A31202,0,0,1,1
A31203,0,1,1,0
A31204,0,0,0,1
A31205,0,0,0,1
A31206,1,1,1,1
A31207,0,1,1,1
A31208,0,0,1,1
A31209,1,0,1,1
A31210,1,0,0,1
A31211,0,1,1,1
A31212,0,1,1,1
A31213,1,0,0,1
A31214,0,1,1,1
A31215,0,0,1,1
A31216,0,0,0,1
A31217,0,1,1,1
A31218,1,1,1,1
A31219,0,0,1,1
A31220,0,1,1,1
A31221,0,1,1,1
A31222,0,1,1,1
A31223,0,0,1,1
A31224,0,1,1,1
A31225,0,1,1,1
A31226,1,0,1,1
A31227,1,0,1,0
A31228,0,0,1,1
A31229,1,0,1,1
A31230,0,1,0,1
A31231,0,1,0,1
A31232,0,0,1,1
A31233,0,1,1,1
A31234,0,1,1,1
A31235,0,0,1,1
A31236,0,1,1,1
A31237,0,0,1,1
A31238,1,0,0,1
A31239,0,1,0,1
A31240,0,0,0,1
A31241,1,0,1,1
A31242,1,0,1,1
A31243,0,0,0,1
A31244,1,0,1,1
A31245,0,1,1,1
A31246,1,0,0,1
A31247,0,0,1,1
A31248,0,0,1,1
A31249,0,0,1,1
A31250,1,0,1,1
A31251,0,1,1,0
A31252,1,0,0,0
A31253,1,1,0,1
A31254,0,1,1,1
A31255,0,1,1,0
A31256,0,1,1,1
A31257,0,0,1,0
A31258,0,1,0,1
A31259,1,0,1,0
A31260,1,0,0,1
A31261,0,0,1,0
A31262,0,1,1,1
A31263,0,0,1,1
A31264,1,1,0,1
A31265,1,0,1,1
A31266,1,0,1,0
A31267,0,0,1,1
A31268,0,1,1,1
A31269,0,0,1,1
A31270,0,1,1,1
A31271,0,1,0,1
A31272,0,1,0,1
A31273,0,0,1,1
A31274,0,0,1,0
A31275,0,0,1,1
A31276,0,1,1,1
A31277,1,0,0,1
A31278,1,0,1,1
A31279,0,1,1,1
A31280,0,0,1,0
A31281,0,1,1,1
A31282,0,0,1,1
A31283,1,1,1,1
A31284,0,1,1,1
A31285,0,1,0,1
A31286,0,0,1,1
A31287,0,1,0,1
A31288,0,1,1,1
A31289,1,0,1,0
A31290,0,0,1,1
A31291,0,1,1,1
A31292,0,0,0,1
A31293,0,1,1,1
A31294,1,1,1,1
A31295,0,1,1,1
A31296,0,1,1,1
A31297,0,1,1,0
A31298,0,0,1,1
A31299,1,0,1,0
A31300,1,0,0,1
A31301,1,1,1,0
A31302,0,0,1,1
A31303,1,0,1,0
A31304,0,1,1,1
A31305,0,1,0,1
A31306,1,1,1,0
A31307,0,0,1,1
A31308,0,0,0,1
A31309,1,1,0,1
A31310,0,1,1,1
A31311,0,0,1,1
A31312,1,1,1,1
A31313,1,1,0,1
A31314,1,0,1,1
A31315,1,0,1,1
A31316,0,1,1,1
A31317,0,1,1,1
A31318,0,0,1,0
A31319,0,0,1,1
A31320,1,1,1,1
A31321,0,1,1,1
A31322,0,0,1,1
A31323,0,1,1,1
A31324,0,0,1,0
A31325,0,1,1,1
A31326,0,1,0,0
A31327,1,1,1,0
A31328,1,1,1,0
A31329,0,1,0,1
A31330,0,0,0,1
A31331,1,0,1,0
A31332,0,0,0,1
A31333,0,0,1,1
A31334,0,0,0,1
A31335,0,0,1,1
A31336,1,0,1,1
A31337,0,0,1,1
A31338,0,0,1,1
A31339,0,0,1,0
A31340,0,0,0,1
A31341,0,0,0,1
A31342,0,1,1,1
A31343,0,0,1,1
A31344,0,1,1,1
A31345,0,0,0,1
A31346,0,0,1,1
A31347,0,1,1,1
A31348,0,1,0,1
A31349,1,0,0,0
A31350,1,1,1,0
A31351,0,0,0,1
A31352,1,0,1,1
A31353,1,0,0,1
A31354,0,1,1,1
A31355,0,0,0,1
A31356,0,0,0,1
A31357,1,0,1,0
A31358,0,0,1,1
A31359,1,0,1,0
A31360,0,1,0,1
A31361,1,0,0,1
A31362,0,0,0,1
A31363,0,0,1,1
A31364,0,0,1,1
A31365,0,1,1,1
A31366,0,0,0,1
A31367,0,1,1,1
A31368,0,1,1,1
A31369,0,0,1,1
A31370,0,0,1,1
A31371,0,1,1,1
A31372,1,1,1,0
A31373,0,0,0,1
A31374,1,1,0,1
A31375,1,0,0,1
A31376,1,1,1,1
A31377,0,0,0,1
A31378,1,0,0,1
A31379,1,0,0,1
A31380,0,0,1,0
A31381,0,1,1,1
A31382,0,0,0,1
A31383,0,0,1,1
A31384,0,0,1,0
A31385,0,1,1,0
A31386,1,1,1,1
A31387,0,0,1,1
A31388,1,1,1,1
A31389,0,0,1,0
A31390,0,0,1,1
A31391,1,1,1,0
A31392,0,0,1,1
A31393,0,0,0,1
A31394,1,1,1,1
A31395,1,1,0,0
A31396,0,1,1,1
A31397,0,1,1,1
A31398,0,0,0,1
A31399,1,0,1,1
A31400,0,1,1,0
A31401,0,0,1,1
A31402,0,0,1,1
A31403,0,0,1,1
A31404,1,1,1,1
A31405,1,0,1,1
A31406,1,0,0,1
A31407,0,1,1,1
A31408,0,0,1,0
A31409,1,0,1,1
A31410,1,0,1,0
A31411,0,0,0,1
A31412,0,1,1,1
A31413,0,0,0,1
A31414,0,0,0,1
A31415,1,1,0,1
A31416,0,0,1,1
A31417,1,1,0,1
A31418,0,1,1,1
A31419,0,0,0,1
A31420,0,0,1,1
A31421,0,1,1,0
A31422,1,0,1,0
A31423,0,0,1,1
A31424,0,0,0,1
A31425,0,1,1,1
A31426,1,0,1,1
A31427,1,0,0,1
A31428,1,1,1,1
A31429,1,1,0,1
A31430,0,0,1,1
A31431,1,0,1,0
A31432,1,0,1,1
A31433,0,1,1,1
A31434,0,0,1,1
A31435,0,1,1,0
A31436,0,0,1,1
A31437,0,1,0,1
A31438,0,1,1,1
A31439,0,0,0,1
A31440,1,0,1,1
A31441,0,1,1,1
A31442,1,0,0,0
A31443,0,0,0,1
A31444,0,1,1,0
A31445,0,0,1,1
A31446,0,0,1,1
A31447,0,0,1,0
A31448,0,1,1,0
A31449,1,0,0,1
A31450,1,1,1,1
A31451,0,1,1,1
A31452,0,0,1,1
A31453,1,0,0,1
A31454,0,0,0,1
A31455,1,0,0,1
A31456,1,1,0,1
A31457,1,0,1,1
A31458,0,1,1,1
A31459,0,1,1,1
A31460,1,0,0,0
A31461,1,0,0,1
A31462,0,0,1,1
A31463,0,0,1,1
A31464,1,0,0,1
A31465,0,0,0,1
A31466,1,0,0,1
A31467,0,0,1,1
A31468,1,0,1,0
A31469,0,0,0,1
A31470,1,0,1,1
A31471,1,1,0,1
A31472,0,1,1,0
A31473,0,1,1,1
A31474,1,0,1,1
A31475,0,0,1,1
A31476,0,0,0,1
A31477,0,0,1,1
A31478,0,0,1,1
A31479,0,1,1,0
A31480,0,0,1,1
A31481,1,0,1,0
A31482,0,0,1,1
A31483,0,0,0,1
A31484,0,1,1,1
A31485,1,0,0,1
A31486,0,1,1,1
A31487,0,0,1,1
A31488,0,0,1,1
A31489,0,0,1,1
A31490,0,1,1,1
A31491,0,0,1,1
A31492,0,1,1,1
A31493,0,1,1,1
A31494,0,1,1,0
A31495,1,1,1,1
A31496,1,0,0,0
A31497,1,0,1,1
A31498,0,0,1,1
A31499,0,1,1,1
A31500,1,1,0,1
A32001,0,1,1,1
A32002,0,1,1,1
A32003,0,1,1,1
A32004,0,1,1,1
A32005,1,1,0,1
A32006,1,0,0,0
A32007,0,0,1,1
A32008,0,0,0,1
A32009,0,1,1,1
A32010,0,0,1,0
A32011,0,0,1,1
A32012,1,0,0,0
A32013,1,1,1,1
A32014,1,0,0,1
A32015,1,0,0,1
A32016,0,0,1,1
A32017,0,1,0,1
A32018,0,0,1,0
A32019,1,0,1,1
A32020,0,0,0,1
A32021,0,0,0,1
A32022,0,0,1,1
A32023,0,1,1,1
A32024,0,1,1,1
A32025,1,1,0,1
A32026,0,1,1,1
A32027,0,1,1,1
A32028,0,1,1,0
A32029,0,1,0,1
A32030,1,1,0,1
A32031,0,1,1,1
A32032,1,1,1,1
A32033,1,0,1,1
A32034,0,0,1,1
A32035,0,0,1,1
A32036,1,0,1,0
A32037,0,1,1,1
A32038,1,0,1,1
A32039,0,0,1,1
A32040,0,1,1,1
A32041,0,1,1,1
A32042,0,1,1,1
A32043,0,1,1,1
A32044,0,0,0,1
A32045,0,0,1,0
A32046,1,0,0,0
A32047,0,0,1,1
A32048,0,1,0,1
A32049,0,0,1,1
A32050,0,0,1,1
A32051,1,0,1,1
A32052,0,0,1,1
A32053,0,1,1,1
A32054,0,0,0,1
A32055,1,0,1,1
A32056,0,1,1,1
A32057,1,0,0,0
A32058,0,1,0,1
A32059,1,0,1,0
A32060,0,0,1,1
A32061,0,1,1,0
A32062,0,0,0,1
A32063,0,0,0,1
A32064,0,1,1,1
A32065,0,0,1,1
A32066,0,0,1,1
A32067,0,0,1,1
A32068,1,1,1,1
A32069,1,1,1,1
A32070,1,0,1,1
A32071,0,0,1,0
A32072,0,1,0,1
A32073,0,1,0,0
A32074,0,1,0,1
A32075,0,0,1,0
A32076,0,0,0,1
A32077,1,0,0,1
A32078,0,1,1,1
A32079,0,0,0,1
A32080,0,0,1,0
A32081,0,0,1,0
A32082,0,0,1,1
A32083,0,0,1,0
A32084,0,1,1,1
A32085,0,1,1,1
A32086,0,0,0,1
A32087,0,0,1,1
A32088,1,0,1,0
A32089,0,0,1,0
A32090,0,0,0,1
A32091,1,1,1,1
A32092,1,0,1,1
A32093,1,0,1,0
A32094,0,1,1,0
A32095,0,0,1,1
A32096,0,0,0,1
A32097,1,0,1,1
A32098,0,0,1,1
A32099,1,0,0,0
A32100,0,1,0,1
A32101,1,0,0,0
A32102,0,0,1,0
A32103,1,0,1,1
A32104,1,0,0,1
A32105,0,0,0,1
A32106,0,0,1,0
A32107,1,0,1,1
A32108,0,0,0,1
A32109,0,1,1,1
A32110,0,1,1,1
A32111,1,0,1,1
A32112,0,0,1,1
A32113,0,0,1,0
A32114,1,0,1,1
A32115,0,1,1,1
A32116,0,0,0,1
A32117,1,0,1,0
A32118,0,0,0,1
A32119,0,0,1,0
A32120,1,0,0,1
A32121,1,0,1,1
A32122,0,0,1,1
A32123,0,0,1,1
A32124,0,1,1,1
A32125,1,0,1,1
A32126,0,1,1,0
A32127,0,0,1,1
A32128,1,1,1,1
A32129,1,0,1,1
A32130,0,0,1,1
A32131,0,0,0,1
A32132,1,0,1,1
A32133,0,0,1,1
A32134,0,1,0,1
A32135,0,0,1,1
A32136,0,1,1,0
A32137,1,0,0,1
A32138,0,0,1,1
A32139,0,0,1,1
A32140,1,0,1,1
A32141,0,0,1,1
A32142,0,0,1,1
A32143,0,0,0,1
A32144,0,0,1,0
A32145,1,0,0,1
A32146,1,0,0,1
A32147,0,0,1,0
A32148,0,0,0,1
A32149,0,1,1,1
A32150,1,0,0,1
A32151,1,1,0,1
A32152,1,0,1,1
A32153,0,1,0,1
A32154,1,0,1,1
A32155,0,0,0,1
A32156,0,0,0,1
A32157,0,0,1,0
A32158,0,1,1,1
A32159,0,1,1,0
A32160,0,1,0,1
A32161,1,0,0,1
A32162,1,1,0,1
A32163,1,0,0,1
A32164,0,1,1,1
A32165,0,0,1,0
A32166,0,1,1,1
A32167,0,1,1,1
A32168,1,0,1,1
A32169,0,1,1,0
A32170,0,0,1,0
A32171,0,0,0,1
A32172,0,1,1,0
A32173,0,0,1,1
A32174,0,0,1,1
A32175,0,0,1,1
A32176,0,0,0,1
A32177,0,0,1,0
A32178,0,1,1,1
A32179,0,1,1,1
A32180,0,0,0,1
A32181,0,1,1,1
A32182,0,0,0,1
A32183,0,1,1,0
A32184,0,1,1,1
A32185,0,0,1,1
A32186,1,0,1,1
A32187,0,0,1,1
A32188,0,0,0,1
A32189,1,1,1,1
A32190,0,1,1,0
A32191,0,1,0,1
A32192,0,1,1,1
A32193,0,0,1,1
A32194,0,1,1,0
A32195,1,1,1,1
A32196,0,0,1,1
A32197,0,1,1,1
A32198,1,1,0,1
A32199,1,0,1,1
A32200,0,0,0,1
A32201,0,0,1,1
A32202,1,0,0,0
A32203,1,0,1,1
A32204,0,0,1,1
A32205,0,1,0,1
A32206,1,1,0,0
A32207,0,0,1,1
A32208,0,0,1,0
A32209,0,0,0,1
A32210,1,0,1,0
A32211,0,0,1,0
A32212,1,0,0,1
A32213,0,1,1,1
A32214,0,1,1,1
A32215,0,1,1,1
A32216,0,1,1,1
A32217,0,1,0,1
A32218,1,0,0,1
A32219,0,0,1,0
A32220,0,0,1,1
A32221,0,1,0,0
A32222,0,0,1,1
A32223,1,0,0,1
A32224,1,0,0,1
A32225,1,0,0,1
A32226,0,0,1,1
A32227,0,0,1,1
A32228,0,0,0,1
A32229,0,0,1,0
A32230,0,0,1,1
A32231,0,1,1,1
A32232,0,0,1,1
A32233,1,0,0,1
A32234,0,1,1,1
A32235,0,1,1,1
A32236,0,0,1,1
A32237,1,0,1,0
A32238,0,0,1,1
A32239,0,1,0,1
A32240,0,1,1,1
A32241,0,0,1,0
A32242,1,0,0,0
A32243,0,0,1,1
A32244,1,0,0,0
A32245,0,1,1,0
A32246,0,0,1,0
A32247,0,0,1,1
A32248,0,0,1,1
A32249,0,0,1,1
A32250,1,0,1,1
A32251,1,0,0,0
A32252,1,0,0,1
A32253,0,1,1,1
A32254,0,0,0,1
A32255,0,1,1,0
A32256,1,0,0,1
A32257,0,0,1,0
A32258,0,1,1,0
A32259,1,0,1,0
A32260,0,1,0,1
A32261,0,0,1,1
A32262,1,0,1,1
A32263,0,1,1,0
A32264,1,0,0,1
A32265,0,0,1,1
A32266,0,0,0,1
A32267,0,0,0,1
A32268,1,0,1,1
A32269,1,0,1,0
A32270,0,0,0,1
A32271,1,1,1,1
A32272,0,1,1,1
A32273,1,1,1,1
A32274,1,1,1,1
A32275,1,0,0,1
A32276,1,1,1,1
A32277,0,0,1,1
A32278,0,0,1,1
A32279,0,1,0,1
A32280,1,1,1,1
A32281,0,1,1,0
A32282,0,0,1,0
A32283,1,0,0,1
A32284,1,0,0,0
A32285,0,0,0,1
A32286,1,0,1,0
A32287,0,0,1,0
A32288,1,0,0,1
A32289,0,1,1,0
A32290,0,1,0,1
A32291,0,0,0,1
A32292,0,0,1,1
A32293,0,1,1,1
A32294,0,1,1,1
A32295,0,1,0,0
A32296,0,1,0,1
A32297,0,1,0,1
A32298,1,1,0,0
A32299,0,1,1,1
A32300,0,0,1,0
A32301,0,1,1,0
A32302,0,0,0,1
A32303,0,0,1,1
A32304,0,1,0,0
A32305,0,1,0,1
A32306,0,0,1,0
A32307,0,1,1,1
A32308,1,0,1,0
A32309,0,0,1,1
A32310,0,1,1,1
A32311,0,0,0,1
A32312,0,0,1,1
A32313,0,0,1,1
A32314,0,0,1,1
A32315,0,1,1,1
A32316,0,0,1,1
A32317,1,1,0,1
A32318,1,0,0,1
A32319,0,0,0,1
A32320,0,0,1,0
A32321,0,1,1,1
A32322,1,0,0,0
A32323,0,0,1,1
A32324,0,0,1,1
A32325,0,0,0,1
A32326,0,0,1,1
A32327,0,0,1,1
A32328,1,1,1,1
A32329,1,1,0,1
A32330,0,0,1,1
A32331,1,0,1,1
A32332,0,0,1,1
A32333,1,0,0,1
A32334,1,1,1,1
A32335,1,1,1,1
A32336,1,0,1,1
A32337,1,0,1,1
A32338,0,0,1,1
A32339,1,0,0,1
A32340,1,0,0,1
A32341,0,0,1,1
A32342,0,0,0,1
A32343,0,0,1,1
A32344,1,1,0,1
A32345,0,0,1,1
A32346,0,0,0,1
A32347,0,0,0,1
A32348,0,1,0,1
A32349,0,0,1,1
A32350,1,0,1,0
A32351,0,0,0,1
A32352,1,1,0,1
A32353,0,0,1,1
A32354,0,1,1,0
A32355,0,0,1,1
A32356,0,1,0,1
A32357,0,1,1,1
A32358,0,0,0,1
A32359,1,0,1,1
A32360,0,0,1,1
A32361,0,1,1,1
A32362,1,1,1,1
A32363,1,1,1,1
A32364,1,1,1,1
A32365,0,1,1,1
A32366,0,1,1,1
A32367,0,0,1,1
A32368,0,1,1,1
A32369,1,1,0,1
A32370,0,1,0,0
A32371,0,0,1,1
A32372,0,1,0,1
A32373,1,0,1,1
A32374,0,1,1,1
A32375,1,0,0,1
A32376,0,0,0,1
A32377,0,1,1,1
A32378,1,0,1,0
A32379,0,0,0,1
A32380,0,0,0,1
A32381,0,0,1,1
A32382,1,0,1,1
A32383,1,0,1,1
A32384,1,0,0,0
A32385,0,0,1,1
A32386,0,1,1,0
A32387,1,0,1,1
A32388,1,1,1,1
A32389,0,1,0,1
A32390,1,0,1,1
A32391,0,0,1,1
A32392,0,0,1,1
A32393,0,0,1,1
A32394,0,0,1,1
A32395,0,1,0,1
